LOCATION,Country,TRANSACT,Transaction,SECTOR,Sector,MEASURE,Measure,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
DEU,Germany,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2002,2002,EUR,Euro,6,Millions,NA,NA,536464,NA,NA
DEU,Germany,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2003,2003,EUR,Euro,6,Millions,NA,NA,542218,NA,NA
DEU,Germany,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2004,2004,EUR,Euro,6,Millions,NA,NA,584472,NA,NA
DEU,Germany,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2005,2005,EUR,Euro,6,Millions,NA,NA,606438,NA,NA
DEU,Germany,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2006,2006,EUR,Euro,6,Millions,NA,NA,657546,NA,NA
DEU,Germany,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2007,2007,EUR,Euro,6,Millions,NA,NA,705866,NA,NA
DEU,Germany,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2008,2008,EUR,Euro,6,Millions,NA,NA,685266,NA,NA
DEU,Germany,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2009,2009,EUR,Euro,6,Millions,NA,NA,620134,NA,NA
DEU,Germany,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2010,2010,EUR,Euro,6,Millions,NA,NA,677725,NA,NA
DEU,Germany,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2011,2011,EUR,Euro,6,Millions,NA,NA,701433,NA,NA
DEU,Germany,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2012,2012,EUR,Euro,6,Millions,NA,NA,686652,NA,NA
DEU,Germany,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2013,2013,EUR,Euro,6,Millions,NA,NA,699330,NA,NA
DEU,Germany,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2014,2014,EUR,Euro,6,Millions,NA,NA,729716,NA,NA
DEU,Germany,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2015,2015,EUR,Euro,6,Millions,NA,NA,758791,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1995,1995,EUR,Euro,6,Millions,NA,NA,18318.963,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1996,1996,EUR,Euro,6,Millions,NA,NA,20415.0918,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1997,1997,EUR,Euro,6,Millions,NA,NA,22449.0199,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1998,1998,EUR,Euro,6,Millions,NA,NA,24952.8214,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1999,1999,EUR,Euro,6,Millions,NA,NA,25861.7516,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2000,2000,EUR,Euro,6,Millions,NA,NA,27956.2598,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2001,2001,EUR,Euro,6,Millions,NA,NA,29536.8273,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2002,2002,EUR,Euro,6,Millions,NA,NA,29534.7145,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2003,2003,EUR,Euro,6,Millions,NA,NA,32634.0726,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2004,2004,EUR,Euro,6,Millions,NA,NA,37633.1918,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2005,2005,EUR,Euro,6,Millions,NA,NA,37878.4136,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2006,2006,EUR,Euro,6,Millions,NA,NA,40263.2184,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2007,2007,EUR,Euro,6,Millions,NA,NA,44628.4055,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2008,2008,EUR,Euro,6,Millions,NA,NA,47262.4389,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2009,2009,EUR,Euro,6,Millions,NA,NA,44059.1834,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2010,2010,EUR,Euro,6,Millions,NA,NA,39444.4503,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2011,2011,EUR,Euro,6,Millions,NA,NA,37013.7459,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2012,2012,EUR,Euro,6,Millions,NA,NA,36759.8015,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2013,2013,EUR,Euro,6,Millions,NA,NA,36736.836,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2014,2014,EUR,Euro,6,Millions,NA,NA,34340.1999,NA,NA
GRC,Greece,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2015,2015,EUR,Euro,6,Millions,NA,NA,33975.762,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1995,1995,HUF,Forint,6,Millions,NA,NA,854905,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1996,1996,HUF,Forint,6,Millions,NA,NA,1115083,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1997,1997,HUF,Forint,6,Millions,NA,NA,1691493,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1998,1998,HUF,Forint,6,Millions,NA,NA,2182636,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1999,1999,HUF,Forint,6,Millions,NA,NA,2413621,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2000,2000,HUF,Forint,6,Millions,NA,NA,2619787,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2001,2001,HUF,Forint,6,Millions,NA,NA,3186729,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2002,2002,HUF,Forint,6,Millions,NA,NA,4055427,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2003,2003,HUF,Forint,6,Millions,NA,NA,4186611,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2004,2004,HUF,Forint,6,Millions,NA,NA,4857603,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2005,2005,HUF,Forint,6,Millions,NA,NA,5198706,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2006,2006,HUF,Forint,6,Millions,NA,NA,6076874,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2007,2007,HUF,Forint,6,Millions,NA,NA,6194147,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2008,2008,HUF,Forint,6,Millions,NA,NA,6560175,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2009,2009,HUF,Forint,6,Millions,NA,NA,6322059,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2010,2010,HUF,Forint,6,Millions,NA,NA,6682983,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2011,2011,HUF,Forint,6,Millions,NA,NA,7142103,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2012,2012,HUF,Forint,6,Millions,NA,NA,7008149,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2013,2013,HUF,Forint,6,Millions,NA,NA,7748600,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2014,2014,HUF,Forint,6,Millions,NA,NA,8543263,NA,NA
HUN,Hungary,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2015,2015,HUF,Forint,6,Millions,NA,NA,9048736,NA,NA
IRL,Ireland,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1999,1999,EUR,Euro,6,Millions,NA,NA,31753.8535,NA,NA
IRL,Ireland,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2000,2000,EUR,Euro,6,Millions,NA,NA,37754.4053,NA,NA
IRL,Ireland,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2001,2001,EUR,Euro,6,Millions,NA,NA,42920.3228,NA,NA
IRL,Ireland,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2002,2002,EUR,Euro,6,Millions,NA,NA,50658.9923,NA,NA
IRL,Ireland,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2003,2003,EUR,Euro,6,Millions,NA,NA,52941.9678,NA,NA
IRL,Ireland,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2004,2004,EUR,Euro,6,Millions,NA,NA,55189.8924,NA,NA
IRL,Ireland,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2005,2005,EUR,Euro,6,Millions,NA,NA,59220.013,NA,NA
IRL,Ireland,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2006,2006,EUR,Euro,6,Millions,NA,NA,63527.1597,NA,NA
IRL,Ireland,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2007,2007,EUR,Euro,6,Millions,NA,NA,65854.5857,NA,NA
IRL,Ireland,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2008,2008,EUR,Euro,6,Millions,NA,NA,55749.0914,NA,NA
IRL,Ireland,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2009,2009,EUR,Euro,6,Millions,NA,NA,54258.2249,NA,NA
IRL,Ireland,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2010,2010,EUR,Euro,6,Millions,NA,NA,59088.7946,NA,NA
IRL,Ireland,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2011,2011,EUR,Euro,6,Millions,NA,NA,65152.4234,NA,NA
IRL,Ireland,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2012,2012,EUR,Euro,6,Millions,NA,NA,67206.0999,NA,NA
IRL,Ireland,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2013,2013,EUR,Euro,6,Millions,NA,NA,69915.3452,NA,NA
IRL,Ireland,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2014,2014,EUR,Euro,6,Millions,NA,NA,75835.5259,NA,NA
IRL,Ireland,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2015,2015,EUR,Euro,6,Millions,NA,NA,128778.9723,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1995,1995,EUR,Euro,6,Millions,NA,NA,245581.1,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1996,1996,EUR,Euro,6,Millions,NA,NA,260168,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1997,1997,EUR,Euro,6,Millions,NA,NA,262568.8,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1998,1998,EUR,Euro,6,Millions,NA,NA,267340.2,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1999,1999,EUR,Euro,6,Millions,NA,NA,274370.6,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2000,2000,EUR,Euro,6,Millions,NA,NA,299513,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2001,2001,EUR,Euro,6,Millions,NA,NA,319870,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2002,2002,EUR,Euro,6,Millions,NA,NA,322681.8,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2003,2003,EUR,Euro,6,Millions,NA,NA,327733.8,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2004,2004,EUR,Euro,6,Millions,NA,NA,339128.1,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2005,2005,EUR,Euro,6,Millions,NA,NA,342421.7,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2006,2006,EUR,Euro,6,Millions,NA,NA,347722.8,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2007,2007,EUR,Euro,6,Millions,NA,NA,365096.2,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2008,2008,EUR,Euro,6,Millions,NA,NA,364969,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2009,2009,EUR,Euro,6,Millions,NA,NA,328270.9,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2010,2010,EUR,Euro,6,Millions,NA,NA,337150.8,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2011,2011,EUR,Euro,6,Millions,NA,NA,344898,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2012,2012,EUR,Euro,6,Millions,NA,NA,323522.7,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2013,2013,EUR,Euro,6,Millions,NA,NA,324767.1,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2014,2014,EUR,Euro,6,Millions,NA,NA,334843.5,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2015,2015,EUR,Euro,6,Millions,NA,NA,340182.2,NA,NA
ITA,Italy,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2016,2016,EUR,Euro,6,Millions,NA,NA,353679.9,NA,NA
LUX,Luxembourg,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2010,2010,EUR,Euro,6,Millions,NA,NA,11468.4,NA,NA
LUX,Luxembourg,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2011,2011,EUR,Euro,6,Millions,NA,NA,12649.6,NA,NA
LUX,Luxembourg,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2012,2012,EUR,Euro,6,Millions,NA,NA,12281.69,NA,NA
LUX,Luxembourg,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2013,2013,EUR,Euro,6,Millions,NA,NA,13480.1,NA,NA
LUX,Luxembourg,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2014,2014,EUR,Euro,6,Millions,NA,NA,14598.4,NA,NA
LUX,Luxembourg,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2015,2015,EUR,Euro,6,Millions,NA,NA,15849.28,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1995,1995,EUR,Euro,6,Millions,NA,NA,79910,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1996,1996,EUR,Euro,6,Millions,NA,NA,84886,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1997,1997,EUR,Euro,6,Millions,NA,NA,92549,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1998,1998,EUR,Euro,6,Millions,NA,NA,98782,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1999,1999,EUR,Euro,6,Millions,NA,NA,102548,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2000,2000,EUR,Euro,6,Millions,NA,NA,110430,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2001,2001,EUR,Euro,6,Millions,NA,NA,123116,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2002,2002,EUR,Euro,6,Millions,NA,NA,126882,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2003,2003,EUR,Euro,6,Millions,NA,NA,128272,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2004,2004,EUR,Euro,6,Millions,NA,NA,137940,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2005,2005,EUR,Euro,6,Millions,NA,NA,150317,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2006,2006,EUR,Euro,6,Millions,NA,NA,163184,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2007,2007,EUR,Euro,6,Millions,NA,NA,171441,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2008,2008,EUR,Euro,6,Millions,NA,NA,177327,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2009,2009,EUR,Euro,6,Millions,NA,NA,169979,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2010,2010,EUR,Euro,6,Millions,NA,NA,183619,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2011,2011,EUR,Euro,6,Millions,NA,NA,184410,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2012,2012,EUR,Euro,6,Millions,NA,NA,186037,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2013,2013,EUR,Euro,6,Millions,NA,NA,185319,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2014,2014,EUR,Euro,6,Millions,NA,NA,186511,NA,NA
NLD,Netherlands,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2015,2015,EUR,Euro,6,Millions,NA,NA,192112,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1978,1978,NOK,Norwegian Krone,6,Millions,NA,NA,47778,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1979,1979,NOK,Norwegian Krone,6,Millions,NA,NA,63107,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1980,1980,NOK,Norwegian Krone,6,Millions,NA,NA,85585,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1981,1981,NOK,Norwegian Krone,6,Millions,NA,NA,98269,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1982,1982,NOK,Norwegian Krone,6,Millions,NA,NA,109843,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1983,1983,NOK,Norwegian Krone,6,Millions,NA,NA,126646,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1984,1984,NOK,Norwegian Krone,6,Millions,NA,NA,149658,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1985,1985,NOK,Norwegian Krone,6,Millions,NA,NA,162094,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1986,1986,NOK,Norwegian Krone,6,Millions,NA,NA,134530,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1987,1987,NOK,Norwegian Krone,6,Millions,NA,NA,141567,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1988,1988,NOK,Norwegian Krone,6,Millions,NA,NA,146644,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1989,1989,NOK,Norwegian Krone,6,Millions,NA,NA,177781,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1990,1990,NOK,Norwegian Krone,6,Millions,NA,NA,196898,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1991,1991,NOK,Norwegian Krone,6,Millions,NA,NA,209349,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1992,1992,NOK,Norwegian Krone,6,Millions,NA,NA,208944,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1993,1993,NOK,Norwegian Krone,6,Millions,NA,NA,227355,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1994,1994,NOK,Norwegian Krone,6,Millions,NA,NA,237571,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1995,1995,NOK,Norwegian Krone,6,Millions,NA,NA,257472,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1996,1996,NOK,Norwegian Krone,6,Millions,NA,NA,302499,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1997,1997,NOK,Norwegian Krone,6,Millions,NA,NA,331382,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1998,1998,NOK,Norwegian Krone,6,Millions,NA,NA,291403,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,1999,1999,NOK,Norwegian Krone,6,Millions,NA,NA,340755,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2000,2000,NOK,Norwegian Krone,6,Millions,NA,NA,527686,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2001,2001,NOK,Norwegian Krone,6,Millions,NA,NA,537594,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2002,2002,NOK,Norwegian Krone,6,Millions,NA,NA,494782,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2003,2003,NOK,Norwegian Krone,6,Millions,NA,NA,529322,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2004,2004,NOK,Norwegian Krone,6,Millions,NA,NA,640088,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2005,2005,NOK,Norwegian Krone,6,Millions,NA,NA,773715,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2006,2006,NOK,Norwegian Krone,6,Millions,NA,NA,885221,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2007,2007,NOK,Norwegian Krone,6,Millions,NA,NA,883737,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2008,2008,NOK,Norwegian Krone,6,Millions,NA,NA,1033987,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2009,2009,NOK,Norwegian Krone,6,Millions,NA,NA,844506,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2010,2010,NOK,Norwegian Krone,6,Millions,NA,NA,933881,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2011,2011,NOK,Norwegian Krone,6,Millions,NA,NA,1035462,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2012,2012,NOK,Norwegian Krone,6,Millions,NA,NA,1105832,NA,NA
NOR,Norway,SB2G_B3G,Gross operating surplus and mixed income,SS11_S12,Corporations,C,Current prices,2013,2013,NOK,Norwegian Krone,6,Millions,NA,NA,1113728,NA,NA
