"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1992"",""1992"",""EUR"",""Euro"",""6"",""Millions"",,,8018,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1993"",""1993"",""EUR"",""Euro"",""6"",""Millions"",,,30357,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1994"",""1994"",""EUR"",""Euro"",""6"",""Millions"",,,21296,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1995"",""1995"",""EUR"",""Euro"",""6"",""Millions"",,,18007,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1996"",""1996"",""EUR"",""Euro"",""6"",""Millions"",,,18319,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1997"",""1997"",""EUR"",""Euro"",""6"",""Millions"",,,26328,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1998"",""1998"",""EUR"",""Euro"",""6"",""Millions"",,,15316,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1999"",""1999"",""EUR"",""Euro"",""6"",""Millions"",,,4840,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2000"",""2000"",""EUR"",""Euro"",""6"",""Millions"",,,-13272,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2001"",""2001"",""EUR"",""Euro"",""6"",""Millions"",,,-15149,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2002"",""2002"",""EUR"",""Euro"",""6"",""Millions"",,,-1593,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2003"",""2003"",""EUR"",""Euro"",""6"",""Millions"",,,7827,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2004"",""2004"",""EUR"",""Euro"",""6"",""Millions"",,,10073,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2005"",""2005"",""EUR"",""Euro"",""6"",""Millions"",,,4616,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2006"",""2006"",""EUR"",""Euro"",""6"",""Millions"",,,-13411,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2007"",""2007"",""EUR"",""Euro"",""6"",""Millions"",,,-23431,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2008"",""2008"",""EUR"",""Euro"",""6"",""Millions"",,,-17036,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2009"",""2009"",""EUR"",""Euro"",""6"",""Millions"",,,18934,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2010"",""2010"",""EUR"",""Euro"",""6"",""Millions"",,,17015,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2011"",""2011"",""EUR"",""Euro"",""6"",""Millions"",,,-21435,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2012"",""2012"",""EUR"",""Euro"",""6"",""Millions"",,,-37990,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2013"",""2013"",""EUR"",""Euro"",""6"",""Millions"",,,-39810,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2014"",""2014"",""EUR"",""Euro"",""6"",""Millions"",,,-53350,,";
"FRA,""France"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2015"",""2015"",""EUR"",""Euro"",""6"",""Millions"",,,-40681,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1995"",""1995"",""EUR"",""Euro"",""6"",""Millions"",,,179706,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1996"",""1996"",""EUR"",""Euro"",""6"",""Millions"",,,184830,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1997"",""1997"",""EUR"",""Euro"",""6"",""Millions"",,,190231,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1998"",""1998"",""EUR"",""Euro"",""6"",""Millions"",,,195564,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1999"",""1999"",""EUR"",""Euro"",""6"",""Millions"",,,201481,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2000"",""2000"",""EUR"",""Euro"",""6"",""Millions"",,,212048,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2001"",""2001"",""EUR"",""Euro"",""6"",""Millions"",,,220614,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2002"",""2002"",""EUR"",""Euro"",""6"",""Millions"",,,226247,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2003"",""2003"",""EUR"",""Euro"",""6"",""Millions"",,,228419,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2004"",""2004"",""EUR"",""Euro"",""6"",""Millions"",,,232288,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2005"",""2005"",""EUR"",""Euro"",""6"",""Millions"",,,236113,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2006"",""2006"",""EUR"",""Euro"",""6"",""Millions"",,,241285,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2007"",""2007"",""EUR"",""Euro"",""6"",""Millions"",,,251293,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2008"",""2008"",""EUR"",""Euro"",""6"",""Millions"",,,261021,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2009"",""2009"",""EUR"",""Euro"",""6"",""Millions"",,,266615,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2010"",""2010"",""EUR"",""Euro"",""6"",""Millions"",,,270908,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2011"",""2011"",""EUR"",""Euro"",""6"",""Millions"",,,278974,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2012"",""2012"",""EUR"",""Euro"",""6"",""Millions"",,,287479,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2013"",""2013"",""EUR"",""Euro"",""6"",""Millions"",,,293276,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2014"",""2014"",""EUR"",""Euro"",""6"",""Millions"",,,300325,,";
"DEU,""Germany"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2015"",""2015"",""EUR"",""Euro"",""6"",""Millions"",,,308432,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1995"",""1995"",""EUR"",""Euro"",""6"",""Millions"",,,237758,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1996"",""1996"",""EUR"",""Euro"",""6"",""Millions"",,,230645,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1997"",""1997"",""EUR"",""Euro"",""6"",""Millions"",,,243049,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1998"",""1998"",""EUR"",""Euro"",""6"",""Millions"",,,263417,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1999"",""1999"",""EUR"",""Euro"",""6"",""Millions"",,,275256,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2000"",""2000"",""EUR"",""Euro"",""6"",""Millions"",,,301377,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2001"",""2001"",""EUR"",""Euro"",""6"",""Millions"",,,289267,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2002"",""2002"",""EUR"",""Euro"",""6"",""Millions"",,,254090,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2003"",""2003"",""EUR"",""Euro"",""6"",""Millions"",,,254615,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2004"",""2004"",""EUR"",""Euro"",""6"",""Millions"",,,257528,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2005"",""2005"",""EUR"",""Euro"",""6"",""Millions"",,,258410,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2006"",""2006"",""EUR"",""Euro"",""6"",""Millions"",,,285018,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2007"",""2007"",""EUR"",""Euro"",""6"",""Millions"",,,323879,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2008"",""2008"",""EUR"",""Euro"",""6"",""Millions"",,,330569,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2009"",""2009"",""EUR"",""Euro"",""6"",""Millions"",,,246160,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2010"",""2010"",""EUR"",""Euro"",""6"",""Millions"",,,296092,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2011"",""2011"",""EUR"",""Euro"",""6"",""Millions"",,,338704,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2012"",""2012"",""EUR"",""Euro"",""6"",""Millions"",,,298646,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2013"",""2013"",""EUR"",""Euro"",""6"",""Millions"",,,312472,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2014"",""2014"",""EUR"",""Euro"",""6"",""Millions"",,,333601,,";
"DEU,""Germany"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2015"",""2015"",""EUR"",""Euro"",""6"",""Millions"",,,332341,,";
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1995"",""1995"",""EUR"",""Euro"",""6"",""Millions"",,,407187,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1996"",""1996"",""EUR"",""Euro"",""6"",""Millions"",,,418978,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1997"",""1997"",""EUR"",""Euro"",""6"",""Millions"",,,446421,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1998"",""1998"",""EUR"",""Euro"",""6"",""Millions"",,,474097,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1999"",""1999"",""EUR"",""Euro"",""6"",""Millions"",,,479789,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2000"",""2000"",""EUR"",""Euro"",""6"",""Millions"",,,478136,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2001"",""2001"",""EUR"",""Euro"",""6"",""Millions"",,,519456,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2002"",""2002"",""EUR"",""Euro"",""6"",""Millions"",,,536464,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2003"",""2003"",""EUR"",""Euro"",""6"",""Millions"",,,542218,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2004"",""2004"",""EUR"",""Euro"",""6"",""Millions"",,,584472,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2005"",""2005"",""EUR"",""Euro"",""6"",""Millions"",,,606438,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2006"",""2006"",""EUR"",""Euro"",""6"",""Millions"",,,657546,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2007"",""2007"",""EUR"",""Euro"",""6"",""Millions"",,,705866,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2008"",""2008"",""EUR"",""Euro"",""6"",""Millions"",,,685266,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2009"",""2009"",""EUR"",""Euro"",""6"",""Millions"",,,620134,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2010"",""2010"",""EUR"",""Euro"",""6"",""Millions"",,,677725,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2011"",""2011"",""EUR"",""Euro"",""6"",""Millions"",,,701433,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2012"",""2012"",""EUR"",""Euro"",""6"",""Millions"",,,686652,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2013"",""2013"",""EUR"",""Euro"",""6"",""Millions"",,,699330,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2014"",""2014"",""EUR"",""Euro"",""6"",""Millions"",,,729716,,"
"DEU,""Germany"",""SB2G_B3G"",""Operating surplus and mixed income";" gross"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2015"",""2015"",""EUR"",""Euro"",""6"",""Millions"",,,758791,,"
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1995"",""1995"",""EUR"",""Euro"",""6"",""Millions"",,,97036,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1996"",""1996"",""EUR"",""Euro"",""6"",""Millions"",,,-8559,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1997"",""1997"",""EUR"",""Euro"",""6"",""Millions"",,,-15162,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1998"",""1998"",""EUR"",""Euro"",""6"",""Millions"",,,-31572,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1999"",""1999"",""EUR"",""Euro"",""6"",""Millions"",,,-63631,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2000"",""2000"",""EUR"",""Euro"",""6"",""Millions"",,,-124703,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2001"",""2001"",""EUR"",""Euro"",""6"",""Millions"",,,-39324,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2002"",""2002"",""EUR"",""Euro"",""6"",""Millions"",,,23649,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2003"",""2003"",""EUR"",""Euro"",""6"",""Millions"",,,5172,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2004"",""2004"",""EUR"",""Euro"",""6"",""Millions"",,,52754,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2005"",""2005"",""EUR"",""Euro"",""6"",""Millions"",,,38541,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2006"",""2006"",""EUR"",""Euro"",""6"",""Millions"",,,41709,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2007"",""2007"",""EUR"",""Euro"",""6"",""Millions"",,,29936,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2008"",""2008"",""EUR"",""Euro"",""6"",""Millions"",,,7983,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2009"",""2009"",""EUR"",""Euro"",""6"",""Millions"",,,70888,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2010"",""2010"",""EUR"",""Euro"",""6"",""Millions"",,,110328,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2011"",""2011"",""EUR"",""Euro"",""6"",""Millions"",,,62559,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2012"",""2012"",""EUR"",""Euro"",""6"",""Millions"",,,60304,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2013"",""2013"",""EUR"",""Euro"",""6"",""Millions"",,,62839,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2014"",""2014"",""EUR"",""Euro"",""6"",""Millions"",,,67331,,";
"DEU,""Germany"",""SB9"",""Net lending - net borrowing"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2015"",""2015"",""EUR"",""Euro"",""6"",""Millions"",,,83249,,";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1995"",""1995"",""EUR"",""Euro"",""6"",""Millions"",,,5214.0288,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1996"",""1996"",""EUR"",""Euro"",""6"",""Millions"",,,5830.0862,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1997"",""1997"",""EUR"",""Euro"",""6"",""Millions"",,,6316.6331,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1998"",""1998"",""EUR"",""Euro"",""6"",""Millions"",,,7201.829,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1999"",""1999"",""EUR"",""Euro"",""6"",""Millions"",,,8056.4059,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2000"",""2000"",""EUR"",""Euro"",""6"",""Millions"",,,8662.7022,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2001"",""2001"",""EUR"",""Euro"",""6"",""Millions"",,,9499.6405,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2002"",""2002"",""EUR"",""Euro"",""6"",""Millions"",,,10439.954,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2003"",""2003"",""EUR"",""Euro"",""6"",""Millions"",,,11253.4719,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2004"",""2004"",""EUR"",""Euro"",""6"",""Millions"",,,11791.5624,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2005"",""2005"",""EUR"",""Euro"",""6"",""Millions"",,,12248.5357,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2006"",""2006"",""EUR"",""Euro"",""6"",""Millions"",,,13330.0601,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2007"",""2007"",""EUR"",""Euro"",""6"",""Millions"",,,14483.433,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2008"",""2008"",""EUR"",""Euro"",""6"",""Millions"",,,15861.309,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2009"",""2009"",""EUR"",""Euro"",""6"",""Millions"",,,16600.5829,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2010"",""2010"",""EUR"",""Euro"",""6"",""Millions"",,,16914.9287,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2011"",""2011"",""EUR"",""Euro"",""6"",""Millions"",,,16252.7429,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2012"",""2012"",""EUR"",""Euro"",""6"",""Millions"",,,16685.9483,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2013"",""2013"",""EUR"",""Euro"",""6"",""Millions"",,,15698.8069,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2014"",""2014"",""EUR"",""Euro"",""6"",""Millions"",,,15431.0087,""P"",""Provisional value""";
"GRC,""Greece"",""SK1R"",""Consumption of fixed capital"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2015"",""2015"",""EUR"",""Euro"",""6"",""Millions"",,,16087.601,""P"",""Provisional value""";
"GRC,""Greece"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1995"",""1995"",""EUR"",""Euro"",""6"",""Millions"",,,6561.0638,""P"",""Provisional value""";
"GRC,""Greece"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1996"",""1996"",""EUR"",""Euro"",""6"",""Millions"",,,7713.1719,""P"",""Provisional value""";
"GRC,""Greece"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1997"",""1997"",""EUR"",""Euro"",""6"",""Millions"",,,8958.3865,""P"",""Provisional value""";
"GRC,""Greece"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1998"",""1998"",""EUR"",""Euro"",""6"",""Millions"",,,9976.5841,""P"",""Provisional value""";
"GRC,""Greece"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""1999"",""1999"",""EUR"",""Euro"",""6"",""Millions"",,,9515.2713,""P"",""Provisional value""";
"GRC,""Greece"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2000"",""2000"",""EUR"",""Euro"",""6"",""Millions"",,,11638.7337,""P"",""Provisional value""";
"GRC,""Greece"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2001"",""2001"",""EUR"",""Euro"",""6"",""Millions"",,,13323.7108,""P"",""Provisional value""";
"GRC,""Greece"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2002"",""2002"",""EUR"",""Euro"",""6"",""Millions"",,,14295.5434,""P"",""Provisional value""";
"GRC,""Greece"",""SP5P"",""Gross capital formation"",""SS11_S12"",""Corporations"",""C"",""Current prices"",""2003"",""2003"",""EUR"",""Euro"",""6"",""Millions"",,,16227.5427,""P"",""Provisional value""";
