"LOCATION","Country","TRANSACT","Transaction","SECTOR","Sector","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,20592.1807,,
"IRL","Ireland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,26035.4306,,
"IRL","Ireland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,24216.6915,,
"IRL","Ireland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,31691.3947,,
"IRL","Ireland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,43601.4579,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,101247.4,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,100834.76,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,107866.17,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,114582.05,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,122600.32,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,134548.27,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,141261.08,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,157732.02,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,150216.43,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,157936.59,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,156261.24,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,172918.76,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,184032.26,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,181723.15,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,137151.73,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,167022.44,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,176975.78,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,142056.14,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,137187.48,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,148070.89,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,153986.07,,
"ITA","Italy","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,151616.74,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,38466,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,42205,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,45633,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,49997,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,53246,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,55379,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,57020,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,50851,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,48732,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,50375,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,53088,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,58179,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,64645,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,68715,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,61179,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,68755,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,73423,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,69618,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,68718,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,69180,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,77389,,
"NLD","Netherlands","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,76179,"P","Provisional value"
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1978","1978","NOK","Norwegian Krone","6","Millions",,,35547,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1979","1979","NOK","Norwegian Krone","6","Millions",,,39468,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1980","1980","NOK","Norwegian Krone","6","Millions",,,47978,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1981","1981","NOK","Norwegian Krone","6","Millions",,,55856,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1982","1982","NOK","Norwegian Krone","6","Millions",,,66887,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1983","1983","NOK","Norwegian Krone","6","Millions",,,66943,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1984","1984","NOK","Norwegian Krone","6","Millions",,,85289,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1985","1985","NOK","Norwegian Krone","6","Millions",,,96739,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1986","1986","NOK","Norwegian Krone","6","Millions",,,123835,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1987","1987","NOK","Norwegian Krone","6","Millions",,,121791,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1988","1988","NOK","Norwegian Krone","6","Millions",,,118581,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1989","1989","NOK","Norwegian Krone","6","Millions",,,115977,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1990","1990","NOK","Norwegian Krone","6","Millions",,,112698,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1991","1991","NOK","Norwegian Krone","6","Millions",,,103990,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1992","1992","NOK","Norwegian Krone","6","Millions",,,103836,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1993","1993","NOK","Norwegian Krone","6","Millions",,,120432,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1994","1994","NOK","Norwegian Krone","6","Millions",,,130470,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1995","1995","NOK","Norwegian Krone","6","Millions",,,149766,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1996","1996","NOK","Norwegian Krone","6","Millions",,,150233,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1997","1997","NOK","Norwegian Krone","6","Millions",,,183886,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1998","1998","NOK","Norwegian Krone","6","Millions",,,219673,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1999","1999","NOK","Norwegian Krone","6","Millions",,,198482,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2000","2000","NOK","Norwegian Krone","6","Millions",,,213248,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2001","2001","NOK","Norwegian Krone","6","Millions",,,196952,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2002","2002","NOK","Norwegian Krone","6","Millions",,,192931,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2003","2003","NOK","Norwegian Krone","6","Millions",,,183603,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2004","2004","NOK","Norwegian Krone","6","Millions",,,231072,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2005","2005","NOK","Norwegian Krone","6","Millions",,,279825,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2006","2006","NOK","Norwegian Krone","6","Millions",,,344987,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2007","2007","NOK","Norwegian Krone","6","Millions",,,425316,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2008","2008","NOK","Norwegian Krone","6","Millions",,,455999,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2009","2009","NOK","Norwegian Krone","6","Millions",,,378823,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2010","2010","NOK","Norwegian Krone","6","Millions",,,432439,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2011","2011","NOK","Norwegian Krone","6","Millions",,,468431,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2012","2012","NOK","Norwegian Krone","6","Millions",,,513402,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2013","2013","NOK","Norwegian Krone","6","Millions",,,551173,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2014","2014","NOK","Norwegian Krone","6","Millions",,,563158,,
"NOR","Norway","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2015","2015","NOK","Norwegian Krone","6","Millions",,,543418,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1995","1995","PLN","Zloty","6","Millions",,,43778,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1996","1996","PLN","Zloty","6","Millions",,,62377,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1997","1997","PLN","Zloty","6","Millions",,,82278,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1998","1998","PLN","Zloty","6","Millions",,,104604,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1999","1999","PLN","Zloty","6","Millions",,,120689,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2000","2000","PLN","Zloty","6","Millions",,,131941,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2001","2001","PLN","Zloty","6","Millions",,,102069,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2002","2002","PLN","Zloty","6","Millions",,,87479,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2003","2003","PLN","Zloty","6","Millions",,,92262,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2004","2004","PLN","Zloty","6","Millions",,,112777,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2005","2005","PLN","Zloty","6","Millions",,,110444,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2006","2006","PLN","Zloty","6","Millions",,,127574,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2007","2007","PLN","Zloty","6","Millions",,,169496,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2008","2008","PLN","Zloty","6","Millions",,,179685,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2009","2009","PLN","Zloty","6","Millions",,,147161,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2010","2010","PLN","Zloty","6","Millions",,,149506,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2011","2011","PLN","Zloty","6","Millions",,,181440,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2012","2012","PLN","Zloty","6","Millions",,,180045,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2013","2013","PLN","Zloty","6","Millions",,,171450,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2014","2014","PLN","Zloty","6","Millions",,,194591,,
"POL","Poland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2015","2015","PLN","Zloty","6","Millions",,,204100,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,10113.985,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,10864.995,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,12792.273,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,16096.996,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,17892.717,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,19293.671,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,19449.549,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,18603.981,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,17721.918,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,19463.315,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,20169.453,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,22450.333,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,24438.069,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,25835.284,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,20961.044,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,20182.866,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,19136.499,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,15951.813,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,15653.545,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,17219.56,,
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,17629.658,"E","Estimated value"
"PRT","Portugal","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,18889.509,"E","Estimated value"
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,3683.38,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,5871.58,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,6178.95,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,6647.14,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,5706.61,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,5433.54,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,7261.77,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,7420.04,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,7085.29,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,8771.69,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,10237.9,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,10962.69,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,12335.33,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,13597.72,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,7440.44,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,10314.73,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,11472.96,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,9553.9,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,9689.35,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,10070.2,,
"SVK","Slovak Republic","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,9858.75,,
"ESP","Spain","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,91864,,
"ESP","Spain","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,100901,,
"ESP","Spain","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,107062,,
"ESP","Spain","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,112014,,
"ESP","Spain","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,122665,,
"ESP","Spain","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,136873,,
"ESP","Spain","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,153508,,
"ESP","Spain","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,176984,,
"ESP","Spain","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,189551,,
"ESP","Spain","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,186682,,
"ESP","Spain","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,139352,,
"ESP","Spain","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,139520,,
"ESP","Spain","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,141893,,
"ESP","Spain","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,142543,,
"ESP","Spain","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,142471,,
"ESP","Spain","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,150328,,
"ESP","Spain","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,159026,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1995","1995","SEK","Swedish Krona","6","Millions",,,262242,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1996","1996","SEK","Swedish Krona","6","Millions",,,266859,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1997","1997","SEK","Swedish Krona","6","Millions",,,285617,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1998","1998","SEK","Swedish Krona","6","Millions",,,319410,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1999","1999","SEK","Swedish Krona","6","Millions",,,340959,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2000","2000","SEK","Swedish Krona","6","Millions",,,396122,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2001","2001","SEK","Swedish Krona","6","Millions",,,405784,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2002","2002","SEK","Swedish Krona","6","Millions",,,385404,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2003","2003","SEK","Swedish Krona","6","Millions",,,395896,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2004","2004","SEK","Swedish Krona","6","Millions",,,409459,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2005","2005","SEK","Swedish Krona","6","Millions",,,437153,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2006","2006","SEK","Swedish Krona","6","Millions",,,488563,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2007","2007","SEK","Swedish Krona","6","Millions",,,566771,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2008","2008","SEK","Swedish Krona","6","Millions",,,579591,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2009","2009","SEK","Swedish Krona","6","Millions",,,445462,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2010","2010","SEK","Swedish Krona","6","Millions",,,538346,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2011","2011","SEK","Swedish Krona","6","Millions",,,600913,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2012","2012","SEK","Swedish Krona","6","Millions",,,571205,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2013","2013","SEK","Swedish Krona","6","Millions",,,583365,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2014","2014","SEK","Swedish Krona","6","Millions",,,644623,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2015","2015","SEK","Swedish Krona","6","Millions",,,719580,,
"SWE","Sweden","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","2016","2016","SEK","Swedish Krona","6","Millions",,,751105,,
"CHE","Switzerland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1995","1995","CHF","Swiss Franc","6","Millions",,,67469.2288,,
"CHE","Switzerland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1996","1996","CHF","Swiss Franc","6","Millions",,,67320.9053,,
"CHE","Switzerland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1997","1997","CHF","Swiss Franc","6","Millions",,,66182.7974,,
"CHE","Switzerland","SP5P","Gross capital formation","SS11_S12","Corporations","C","Current prices","1998","1998","CHF","Swiss Franc","6","Millions",,,70349.7995,,
